Filename,Latitude,Longitude
./gps_images/cats/image_e.jpg,59.9247550799827,10.695598120067395
./gps_images/image_a.jpg,50.09133333333333,-122.94566666666667
./gps_images/image_b.jpg,,
./gps_images/image_c.jpg,38.4,-122.82866666666666
./gps_images/image_d.jpg,,
